iter	Logloss
397	0.2520519338
398	0.2519698724
399	0.2519172306
400	0.2518503995
401	0.2518170995
402	0.2517251658
403	0.2516694602
404	0.2515303778
405	0.2513789923
406	0.2513322039
407	0.2512876529
408	0.2512241121
409	0.2511974275
410	0.2510962285
411	0.2509855385
412	0.2509411529
413	0.2508868267
414	0.2508093598
415	0.2507591397
416	0.2506908613
417	0.2506202819
418	0.2505046343
419	0.2504134652
420	0.2504020692
421	0.2503222829
422	0.2502057105
423	0.2501647574
424	0.2500897473
425	0.2499849548
426	0.2498472342
427	0.2498309655
428	0.2497494819
429	0.2496930328
430	0.2496072869
431	0.2495435881
432	0.2494450297
433	0.2493644138
434	0.2493066918
435	0.2492960892
436	0.2492822859
437	0.2492372452
438	0.2491744619
439	0.2490958554
440	0.2490779788
441	0.2490130046
442	0.2489083635
443	0.2488019005
444	0.2487184273
445	0.2486343535
446	0.2485897087
447	0.2484968984
448	0.2483892654
449	0.2482793021
450	0.2482112389
451	0.2481768669
452	0.248169842
453	0.2480320812
454	0.2479769394
455	0.2479375289
456	0.2478203748
457	0.2477524401
458	0.2476838323
459	0.2475608409
460	0.2474502203
461	0.2474137879
462	0.2473462354
463	0.2472878695
464	0.2472061804
465	0.2471598963
466	0.2471102285
467	0.2469812553
468	0.2469449446
469	0.2468616671
470	0.2467237639
471	0.2466020252
472	0.2465577656
473	0.2465299271
474	0.2464218172
475	0.2463274142
476	0.2463010996
477	0.2461754142
478	0.2461641053
479	0.2460829191
480	0.2459522864
481	0.2458510936
482	0.2457617648
483	0.2456271044
484	0.2455854512
485	0.2455437082
486	0.2454405071
487	0.2453726457
488	0.2452904458
489	0.2452244142
490	0.2450361712
491	0.2449642325
492	0.2449049041
493	0.2447919634
494	0.244740453
495	0.2446463445
496	0.2445608123
497	0.2444640059
498	0.2443825223
499	0.2442857785
500	0.2441925894
501	0.244085547
502	0.2440708923
503	0.2439733378
504	0.2439504261
505	0.243891119
506	0.2437913731
507	0.2437302005
508	0.2436078462
509	0.2435985178
510	0.2435497968
511	0.2435116537
512	0.2434835234
513	0.2433850545
514	0.2432804961
515	0.2430992007
516	0.2430540894
517	0.2429667007
518	0.2428609464
519	0.2428230638
520	0.2426835222
521	0.2426258174
522	0.2425343391
523	0.2424723062
524	0.24239465
525	0.2423779202
526	0.2423150695
527	0.2422033524
528	0.2421642804
529	0.2421620043
530	0.2421491377
531	0.2421385089
532	0.2420957277
533	0.2419289211
534	0.2417937456
535	0.241656908
536	0.2415682336
537	0.241497699
538	0.2413686575
539	0.241315375
540	0.2413033518
541	0.2411715581
542	0.241168238
543	0.2410417511
544	0.2408890199
545	0.2408133826
546	0.2407525342
547	0.2406600072
548	0.2406213786
549	0.2405897196
550	0.2404967385
551	0.2404115884
552	0.2402898651
553	0.2402229556
554	0.2401369413
555	0.2400836289
556	0.2400234088
557	0.2398915558
558	0.2398472439
559	0.2397147374
560	0.2396703775
561	0.2395795774
562	0.2395078303
563	0.2394880816
564	0.2393287407
565	0.2393226881
566	0.2391662538
567	0.2391034495
568	0.2390824846
569	0.2390783557
570	0.239048139
571	0.2388801198
572	0.2388751244
573	0.2387446806
574	0.2386433437
575	0.23862476
576	0.238608841
577	0.2384883051
578	0.2384027063
579	0.2383080285
580	0.2382722112
581	0.2382396774
582	0.2382373266
583	0.2380909244
584	0.2379471828
585	0.2378499597
586	0.2378334857
587	0.237758341
588	0.2376143315
589	0.2375405342
590	0.2375352452
591	0.2373945265
592	0.237366148
593	0.2373635784
594	0.2372853848
595	0.2372449884
596	0.2372373808
597	0.2371312682
598	0.2370640195
599	0.2369073896
600	0.2368658981
601	0.2367482437
602	0.2366599088
603	0.236538181
604	0.2365112102
605	0.2363749536
606	0.2363717365
607	0.2363400799
608	0.2363004868
609	0.2362980627
610	0.2361624533
611	0.236160029
612	0.2360869072
613	0.2359518398
614	0.2359486666
615	0.2359222373
616	0.2359033427
617	0.2358962331
618	0.2357851861
619	0.2357163674
620	0.235551832
621	0.2355448705
622	0.2354268958
623	0.2353997985
624	0.2353587707
625	0.2352997686
626	0.2352830954
627	0.2352288449
628	0.2350935765
629	0.2350046836
630	0.2349335713
631	0.2348306598
632	0.2347541124
633	0.2346870113
634	0.2345575472
635	0.2345359865
636	0.2344675475
637	0.2343178502
638	0.2342988638
639	0.2342961032
640	0.2341717185
641	0.2341697509
642	0.234014539
643	0.233912029
644	0.2338207197
645	0.233818767
646	0.2337020209
647	0.2335864451
648	0.2334895697
649	0.2333659876
650	0.2332442465
651	0.2331707025
652	0.2331642096
653	0.233076853
654	0.2330291141
655	0.232883136
656	0.23287685
657	0.2327511561
658	0.2326730321
659	0.2326677008
660	0.2325649283
661	0.232554928
662	0.2325498021
663	0.2324621226
664	0.2323595849
665	0.2322767429
666	0.2321824303
667	0.2321729145
668	0.2320548305
669	0.2319512838
670	0.2318062644
671	0.2317665008
672	0.2317602575
673	0.2316860538
674	0.2316810161
675	0.231649899
676	0.2316480195
677	0.2315854759
678	0.2315079262
679	0.2314358075
680	0.231408537
681	0.2312930283
682	0.2311821398
683	0.2310877318
684	0.2309788904
685	0.2309728099
686	0.2308551931
687	0.2307560134
688	0.2307501078
689	0.2307199171
690	0.2306504999
691	0.2306482665
692	0.2305280123
693	0.2304167214
694	0.2304122124
695	0.230350402
696	0.2302490174
697	0.230181509
698	0.2301757796
699	0.2300395373
700	0.2300373773
701	0.229923989
702	0.2298581656
703	0.2297286772
704	0.2296694057
705	0.2295865876
706	0.2294785585
707	0.2294131496
708	0.2293500752
709	0.2292143926
710	0.2292087071
711	0.2292066058
712	0.2291023549
713	0.2290968897
714	0.2290355478
715	0.228953384
716	0.2288229136
717	0.2287688266
718	0.2286705674
719	0.2286516331
720	0.2285459504
721	0.2285237913
722	0.22852169
723	0.2283996159
724	0.2282965216
725	0.2282190311
726	0.2280975889
727	0.2280958707
728	0.2279705248
729	0.227937047
730	0.2278285387
731	0.2277827874
732	0.2277620168
733	0.2276869473
734	0.2276348424
735	0.2275304483
736	0.2274947808
737	0.2274932828
738	0.2274746421
739	0.2274727317
740	0.2273603796
741	0.2272722589
742	0.2272014451
743	0.2270920866
744	0.2269646177
745	0.2268567312
746	0.2268387367
747	0.2267510092
748	0.2266930442
749	0.2266011195
750	0.2264863125
751	0.2264012192
752	0.2263266678
753	0.2263169025
754	0.2262162868
755	0.2262049209
756	0.2261167636
757	0.2260252103
758	0.2259686256
759	0.2259316041
760	0.2258138929
761	0.2256983819
762	0.2256015106
763	0.2254909026
764	0.2254597428
765	0.2253574128
766	0.2253334445
767	0.2252741647
768	0.2252741941
769	0.2252132304
770	0.2251092162
771	0.2250548926
772	0.2249475488
773	0.2248756837
774	0.2248493986
775	0.224759744
776	0.2247019521
777	0.2246923483
778	0.2246131813
779	0.224558295
780	0.224465217
781	0.2243708897
782	0.2243573785
783	0.2242716994
784	0.2241580976
785	0.2240307481
786	0.2239787443
787	0.2239773479
788	0.2238687527
789	0.2238676513
790	0.2238212185
791	0.2238044589
792	0.2237260687
793	0.2236366881
794	0.2234828132
795	0.2234304275
796	0.2233314199
797	0.223231801
798	0.2231790418
799	0.2230881004
800	0.2229343862
801	0.2228564272
802	0.2228466026
803	0.2228452356
804	0.2227635081
805	0.2226661203
806	0.222579659
807	0.2224901251
808	0.2223911192
809	0.2222940617
810	0.22221521
811	0.2221434957
812	0.2221420125
813	0.2220394764
814	0.2219231974
815	0.2218625255
816	0.2217682285
817	0.2217667588
818	0.2217023759
819	0.2217008487
820	0.2216173026
821	0.2215380298
822	0.2215282216
823	0.2214415413
824	0.2213615677
825	0.2213535215
826	0.2212514014
827	0.2211860384
828	0.2210743257
829	0.2210031222
830	0.2210016832
831	0.2209304076
832	0.2208498498
833	0.2207724849
834	0.2206804904
835	0.2205995054
836	0.2205053581
837	0.2205053728
838	0.2204678931
839	0.2203706769
840	0.220293116
841	0.2202183169
842	0.2201290403
843	0.2200689681
844	0.2199873367
845	0.2199377262
846	0.2198738945
847	0.2197939633
848	0.2197356217
849	0.2197348861
850	0.2197064705
851	0.2196155014
852	0.2195383695
853	0.219434336
854	0.2193586634
855	0.2193007934
856	0.2192349345
857	0.2192291771
858	0.2191682742
859	0.219075048
860	0.2189641996
861	0.2189161601
862	0.2189023628
863	0.2188099624
864	0.2187390907
865	0.2186959775
866	0.2186273139
867	0.2186259776
868	0.2185436159
869	0.2184772011
870	0.2184681712
871	0.2183742604
872	0.2183096423
873	0.2183081726
874	0.2182457601
875	0.2182384466
876	0.2181523574
877	0.2181475089
878	0.2180687154
879	0.2179961394
880	0.2179948177
881	0.2179049036
882	0.2178191501
883	0.2178168286
884	0.217743752
885	0.2177424744
886	0.2176935466
887	0.217692253
888	0.217605704
889	0.2176043371
890	0.2175407879
891	0.2174348479
892	0.2173434773
893	0.217332087
894	0.2172642925
895	0.2171893876
896	0.2171658938
897	0.2171585944
898	0.2170690002
899	0.2170043762
900	0.2169019779
901	0.2168428972
902	0.2167959711
903	0.2167277719
904	0.2166456453
905	0.216636733
906	0.2165517633
907	0.2164811444
908	0.2164765457
909	0.216475459
910	0.2163886235
911	0.2162938026
912	0.2162843223
913	0.2162603276
914	0.2161730553
915	0.2161496906
916	0.2160999925
917	0.2159997474
918	0.2159358213
919	0.2159253793
920	0.2158560324
921	0.2157573963
922	0.2156784079
923	0.215548617
924	0.2155415527
925	0.2155152954
926	0.2154534022
927	0.2154533141
928	0.2153351615
929	0.2152778148
930	0.2151525839
931	0.2151326255
932	0.2150544058
933	0.2149996595
934	0.2149634153
935	0.2149627091
936	0.2149617546
937	0.214875502
938	0.2148593628
939	0.2147787421
940	0.2147718121
941	0.2147045738
942	0.2146963515
943	0.2146895831
944	0.214681493
945	0.214680465
946	0.2146524819
947	0.2146513953
948	0.214537868
949	0.2145240793
950	0.2144595707
951	0.2143997116
952	0.2143985209
953	0.2143598391
954	0.2142754404
955	0.2142031127
956	0.2141581931
957	0.2140824429
958	0.2140047442
959	0.2139198693
960	0.2138331998
961	0.2138321425
962	0.2137591526
963	0.2137353223
964	0.2136774915
965	0.2136503894
966	0.2136049434
967	0.2135270746
968	0.2135204508
969	0.2134467548
970	0.2134415571
971	0.213373399
972	0.2132799053
973	0.2132735178
974	0.2131058124
975	0.213045257
976	0.2129793753
977	0.2129782886
978	0.2129138946
979	0.2128273582
980	0.2127843039
981	0.21271915
982	0.2127048894
983	0.2126989709
984	0.2126227621
985	0.2125476331
986	0.2124962384
987	0.2124698849
988	0.2124648474
989	0.2124304986
990	0.2124293385
991	0.2123723017
992	0.212304788
993	0.2122466537
994	0.2122456845
995	0.2121934714
996	0.2121924289
997	0.2121291167
998	0.2121246826
999	0.2121189598
