대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202212,102,102. 망원역 1번출구 앞,단체권,F,20대,1,49.18,0.52,2257.83,60
202212,102,102. 망원역 1번출구 앞,일일권,,20대,46,3174.32,27.67,119247.36,1070
202212,102,102. 망원역 1번출구 앞,일일권,,30대,18,1337.16,10.9,47002.96,439
202212,102,102. 망원역 1번출구 앞,일일권,,40대,7,811.04,6.92,29840.92,209
202212,102,102. 망원역 1번출구 앞,일일권,,50대,1,87.99,0.79,3418.6,73
202212,102,102. 망원역 1번출구 앞,일일권,,60대,2,144.75,1.37,5916.07,34
202212,102,102. 망원역 1번출구 앞,일일권,,~10대,2,285.53,2,8617.28,57
202212,102,102. 망원역 1번출구 앞,일일권,,기타,3,354.1,3.19,13756.99,102
202212,102,102. 망원역 1번출구 앞,일일권,F,20대,32,1222.99,12,51638.42,539
202212,102,102. 망원역 1번출구 앞,일일권,F,30대,12,695.9,7.21,31054.99,238
202212,102,102. 망원역 1번출구 앞,일일권,F,40대,3,290.19,2.92,12578.53,145
202212,102,102. 망원역 1번출구 앞,일일권,F,50대,3,302.28,3.15,13570.95,97
202212,102,102. 망원역 1번출구 앞,일일권,F,~10대,4,485.2,5.15,22212.82,262
202212,102,102. 망원역 1번출구 앞,일일권,F,기타,10,369.48,3.68,15894.51,275
202212,102,102. 망원역 1번출구 앞,일일권,M,20대,35,1453.71,12.43,53721.73,601
202212,102,102. 망원역 1번출구 앞,일일권,M,30대,30,2606.69,21.89,94373,1009
202212,102,102. 망원역 1번출구 앞,일일권,M,40대,16,774.58,6.65,28619.85,260
202212,102,102. 망원역 1번출구 앞,일일권,M,50대,4,1281.09,13.33,57406.02,280
202212,102,102. 망원역 1번출구 앞,일일권,M,~10대,6,227.09,1.95,8359.42,60
202212,102,102. 망원역 1번출구 앞,일일권,M,기타,6,633.88,5.71,24641.27,136
202212,102,102. 망원역 1번출구 앞,일일권(비회원),,기타,8,395.27,3.55,15356.13,123
202212,102,102. 망원역 1번출구 앞,정기권,,20대,289,12650.91,117.39,505844.25,6376
202212,102,102. 망원역 1번출구 앞,정기권,,30대,211,7610.47,69.12,297974.35,3707
202212,102,102. 망원역 1번출구 앞,정기권,,40대,50,3594.91,32.09,138328.81,1369
202212,102,102. 망원역 1번출구 앞,정기권,,50대,26,1158.38,10.54,45453.02,1150
202212,102,102. 망원역 1번출구 앞,정기권,,60대,1,145.3,1.05,4530,29
202212,102,102. 망원역 1번출구 앞,정기권,,~10대,3,40.02,0.44,1876.02,30
202212,102,102. 망원역 1번출구 앞,정기권,,기타,5,503.6,4.66,20153.1,135
202212,102,102. 망원역 1번출구 앞,정기권,F,20대,125,4372.81,45.95,197855.31,2763
202212,102,102. 망원역 1번출구 앞,정기권,F,30대,127,4001.99,39.19,168828.63,2738
202212,102,102. 망원역 1번출구 앞,정기권,F,40대,42,1678.16,18.22,78484.62,736
202212,102,102. 망원역 1번출구 앞,정기권,F,50대,18,691.2,6.85,29538.48,309
202212,102,102. 망원역 1번출구 앞,정기권,F,60대,14,661.57,7.55,32526.2,245
202212,102,102. 망원역 1번출구 앞,정기권,F,~10대,2,214.29,2.17,9339.95,55
202212,102,102. 망원역 1번출구 앞,정기권,F,기타,15,504.89,4.71,20320.16,367
202212,102,102. 망원역 1번출구 앞,정기권,M,20대,120,5007.49,42.74,184177.47,2328
202212,102,102. 망원역 1번출구 앞,정기권,M,30대,129,6564.77,53.25,229448.33,2312
202212,102,102. 망원역 1번출구 앞,정기권,M,40대,48,3730.18,28.87,124430.76,1020
202212,102,102. 망원역 1번출구 앞,정기권,M,50대,30,1848.26,15.11,65095.94,806
202212,102,102. 망원역 1번출구 앞,정기권,M,60대,11,515.98,4.22,18134.37,250
202212,102,102. 망원역 1번출구 앞,정기권,M,70대이상,1,63.85,0.64,2780,55
202212,102,102. 망원역 1번출구 앞,정기권,M,~10대,6,308.24,2.63,11327.96,154
202212,102,102. 망원역 1번출구 앞,정기권,M,기타,18,1306,9.59,41227.08,337
202212,103,103. 망원역 2번출구 앞,단체권,F,40대,5,132.49,1.19,5147.28,235
202212,103,103. 망원역 2번출구 앞,일일권,,20대,32,2276.98,21.52,92772.98,893
202212,103,103. 망원역 2번출구 앞,일일권,,30대,8,483.39,3.99,17158.77,309
202212,103,103. 망원역 2번출구 앞,일일권,,40대,2,61.57,0.62,2652.24,19
202212,103,103. 망원역 2번출구 앞,일일권,,50대,1,36.56,0.31,1318.77,6
202212,103,103. 망원역 2번출구 앞,일일권,,~10대,1,29.79,0.27,1175.45,20
202212,103,103. 망원역 2번출구 앞,일일권,,기타,3,181.56,1.64,7053.89,127
202212,103,103. 망원역 2번출구 앞,일일권,F,20대,22,1014.54,9.86,42515.34,629
202212,103,103. 망원역 2번출구 앞,일일권,F,30대,16,783.98,7.86,33915.63,593
202212,103,103. 망원역 2번출구 앞,일일권,F,40대,1,157.79,1.42,6130,42
202212,103,103. 망원역 2번출구 앞,일일권,F,70대이상,2,91.43,0.63,2716.16,23
202212,103,103. 망원역 2번출구 앞,일일권,F,~10대,4,520.78,5.17,22249.39,215
202212,103,103. 망원역 2번출구 앞,일일권,F,기타,1,60.98,0.64,2750,73
202212,103,103. 망원역 2번출구 앞,일일권,M,20대,26,3289.08,27.07,116707.83,694
202212,103,103. 망원역 2번출구 앞,일일권,M,30대,17,802.64,6.54,28169.26,399
202212,103,103. 망원역 2번출구 앞,일일권,M,40대,3,73.96,0.58,2491.16,16
202212,103,103. 망원역 2번출구 앞,일일권,M,50대,2,46.76,0.42,1816.85,11
202212,103,103. 망원역 2번출구 앞,일일권,M,~10대,6,566,4.81,20671.65,167
202212,103,103. 망원역 2번출구 앞,일일권(비회원),,기타,6,411.02,3.71,15968.13,173
202212,103,103. 망원역 2번출구 앞,정기권,,20대,133,6090.6,55.09,237574.28,3097
202212,103,103. 망원역 2번출구 앞,정기권,,30대,67,3412.95,28.37,122058.81,1418
202212,103,103. 망원역 2번출구 앞,정기권,,40대,47,2901.87,23.73,102315.4,1795
202212,103,103. 망원역 2번출구 앞,정기권,,50대,11,625.73,5.38,23230.29,319
202212,103,103. 망원역 2번출구 앞,정기권,,60대,20,1262.4,10.52,45377.39,1314
202212,103,103. 망원역 2번출구 앞,정기권,,~10대,1,109.43,0.8,3454.27,24
202212,103,103. 망원역 2번출구 앞,정기권,,기타,9,556.53,5.41,23341.53,187
202212,103,103. 망원역 2번출구 앞,정기권,F,20대,59,2598.11,24.91,107448.36,1130
202212,103,103. 망원역 2번출구 앞,정기권,F,30대,83,4212.11,41.72,179907.68,2068
202212,103,103. 망원역 2번출구 앞,정기권,F,40대,13,971.56,9.56,41276.43,398
202212,103,103. 망원역 2번출구 앞,정기권,F,50대,44,2333.31,23.49,101160.41,1397
202212,103,103. 망원역 2번출구 앞,정기권,F,60대,6,503.35,5.29,22809.94,169
202212,103,103. 망원역 2번출구 앞,정기권,F,기타,6,421.48,4.09,17643.73,179
202212,103,103. 망원역 2번출구 앞,정기권,M,20대,139,4911.97,40.99,176744.36,1779
202212,103,103. 망원역 2번출구 앞,정기권,M,30대,77,4382.63,31.68,136505.6,2241
202212,103,103. 망원역 2번출구 앞,정기권,M,40대,35,1927.14,15.25,65784.55,1014
202212,103,103. 망원역 2번출구 앞,정기권,M,50대,55,2368.68,19.85,85557.65,795
202212,103,103. 망원역 2번출구 앞,정기권,M,60대,5,387.24,3.09,13347.29,90
202212,103,103. 망원역 2번출구 앞,정기권,M,70대이상,1,74.97,0.72,3103.72,44
202212,103,103. 망원역 2번출구 앞,정기권,M,~10대,35,1535.01,13.08,56393.77,482
202212,103,103. 망원역 2번출구 앞,정기권,M,기타,13,721.39,5.72,24678.14,275
202212,104,104. 합정역 1번출구 앞,단체권,F,기타,1,46.62,0.51,2180,33
202212,104,104. 합정역 1번출구 앞,일일권,,20대,18,964.56,8.06,34755.58,296
202212,104,104. 합정역 1번출구 앞,일일권,,30대,7,444.9,3.13,13491.22,153
202212,104,104. 합정역 1번출구 앞,일일권,,40대,1,599.35,5.02,21621.62,82
202212,104,104. 합정역 1번출구 앞,일일권,,~10대,1,45.41,0.44,1880,41
202212,104,104. 합정역 1번출구 앞,일일권,,기타,3,766.09,6.89,29733.05,171
202212,104,104. 합정역 1번출구 앞,일일권,F,20대,14,1048.67,9.62,41500.76,321
202212,104,104. 합정역 1번출구 앞,일일권,F,30대,3,121.82,1.3,5560,147
202212,104,104. 합정역 1번출구 앞,일일권,F,~10대,2,386.46,4.19,18081.58,150
202212,104,104. 합정역 1번출구 앞,일일권,F,기타,8,219.9,1.98,8542.98,83
202212,104,104. 합정역 1번출구 앞,일일권,M,20대,29,1560.24,13.19,56880.52,477
202212,104,104. 합정역 1번출구 앞,일일권,M,30대,18,1179.85,9.73,41924.58,421
202212,104,104. 합정역 1번출구 앞,일일권,M,40대,3,289.82,2.27,9761.91,66
202212,104,104. 합정역 1번출구 앞,일일권,M,50대,2,57.32,0.49,2097.68,12
202212,104,104. 합정역 1번출구 앞,일일권,M,~10대,9,661.68,6.06,26143.93,309
202212,104,104. 합정역 1번출구 앞,일일권,M,기타,4,332,2.71,11704,82
202212,104,104. 합정역 1번출구 앞,일일권(비회원),,기타,4,268.87,2.43,10445.76,152
202212,104,104. 합정역 1번출구 앞,정기권,,20대,185,7621.67,63.05,271979.88,2797
202212,104,104. 합정역 1번출구 앞,정기권,,30대,97,4781.82,41.18,177520.53,1762
202212,104,104. 합정역 1번출구 앞,정기권,,40대,11,924.08,7.81,33636.57,385
202212,104,104. 합정역 1번출구 앞,정기권,,50대,10,651.69,5.33,22934.27,224
202212,104,104. 합정역 1번출구 앞,정기권,,60대,5,127.83,1.06,4562.31,108
202212,104,104. 합정역 1번출구 앞,정기권,,~10대,1,42.47,0.4,1730,10
202212,104,104. 합정역 1번출구 앞,정기권,,기타,3,43.57,0.38,1590.32,18
202212,104,104. 합정역 1번출구 앞,정기권,F,20대,55,2561.98,25.53,109892.43,1208
202212,104,104. 합정역 1번출구 앞,정기권,F,30대,28,1453.17,14.34,61825.98,813
202212,104,104. 합정역 1번출구 앞,정기권,F,40대,30,1632.96,15.61,67160.22,879
202212,104,104. 합정역 1번출구 앞,정기권,F,50대,6,132.64,1.53,6616.54,178
202212,104,104. 합정역 1번출구 앞,정기권,F,60대,4,182.96,1.65,7108.29,53
202212,104,104. 합정역 1번출구 앞,정기권,F,70대이상,1,22.55,0.22,964.99,26
202212,104,104. 합정역 1번출구 앞,정기권,F,~10대,12,223.23,2.39,10314.72,222
202212,104,104. 합정역 1번출구 앞,정기권,F,기타,6,235.6,1.98,8602.56,76
202212,104,104. 합정역 1번출구 앞,정기권,M,20대,64,5956.75,48.91,210868.16,1874
202212,104,104. 합정역 1번출구 앞,정기권,M,30대,81,4495.17,37.39,161174.05,2197
202212,104,104. 합정역 1번출구 앞,정기권,M,40대,67,4423.42,35.21,151669.52,2303
202212,104,104. 합정역 1번출구 앞,정기권,M,50대,54,4145.89,29.84,128585.39,2638
202212,104,104. 합정역 1번출구 앞,정기권,M,60대,8,204.87,1.56,6689.26,44
202212,104,104. 합정역 1번출구 앞,정기권,M,70대이상,2,93.44,0.92,3950,58
202212,104,104. 합정역 1번출구 앞,정기권,M,~10대,4,309.44,1.99,8567.59,211
202212,104,104. 합정역 1번출구 앞,정기권,M,기타,26,1864.68,13.98,60159.25,632
202212,105,105. 합정역 5번출구 앞,일일권,,20대,27,1597.05,13.76,59259.71,681
202212,105,105. 합정역 5번출구 앞,일일권,,30대,4,170.82,1.4,6056.59,53
202212,105,105. 합정역 5번출구 앞,일일권,,40대,1,566.04,4.74,20420,84
202212,105,105. 합정역 5번출구 앞,일일권,,~10대,1,115.75,0.92,3950,50
202212,105,105. 합정역 5번출구 앞,일일권,,기타,3,729.01,7.12,30682.22,170
202212,105,105. 합정역 5번출구 앞,일일권,F,20대,12,517.03,5.22,22444.51,272
202212,105,105. 합정역 5번출구 앞,일일권,F,30대,7,222.7,2.41,10361.27,136
202212,105,105. 합정역 5번출구 앞,일일권,F,50대,1,132.05,1.72,7410.04,38
202212,105,105. 합정역 5번출구 앞,일일권,F,~10대,1,44.03,0.64,2779.67,63
202212,105,105. 합정역 5번출구 앞,일일권,F,기타,5,200.31,1.85,7989.55,519
202212,105,105. 합정역 5번출구 앞,일일권,M,20대,12,691.65,5.63,24211.24,226
202212,105,105. 합정역 5번출구 앞,일일권,M,30대,5,348.96,2.85,12244.46,92
202212,105,105. 합정역 5번출구 앞,일일권,M,~10대,5,379.85,3.38,14515.02,107
202212,105,105. 합정역 5번출구 앞,일일권,M,기타,1,27.43,0.26,1117.31,5
202212,105,105. 합정역 5번출구 앞,일일권(비회원),,기타,2,106.05,0.96,4120,35
202212,105,105. 합정역 5번출구 앞,정기권,,20대,91,3488.19,33.35,143992.18,1279
202212,105,105. 합정역 5번출구 앞,정기권,,30대,34,1681.91,13.55,58438.32,723
202212,105,105. 합정역 5번출구 앞,정기권,,40대,7,337.05,3.01,12987.34,110
202212,105,105. 합정역 5번출구 앞,정기권,,50대,9,262.47,2.1,8996.69,288
202212,105,105. 합정역 5번출구 앞,정기권,,60대,5,371.05,3.2,13812.3,94
202212,105,105. 합정역 5번출구 앞,정기권,,~10대,1,10.78,0.1,418.98,5
202212,105,105. 합정역 5번출구 앞,정기권,,기타,6,174.72,1.68,7256.73,133
202212,105,105. 합정역 5번출구 앞,정기권,F,20대,71,1904.96,20.25,87244.29,1590
202212,105,105. 합정역 5번출구 앞,정기권,F,30대,15,952.69,9.72,41884.49,414
202212,105,105. 합정역 5번출구 앞,정기권,F,40대,6,362.17,3.55,15265.49,124
202212,105,105. 합정역 5번출구 앞,정기권,F,50대,10,854.63,9.26,39903.63,301
202212,105,105. 합정역 5번출구 앞,정기권,F,60대,2,27.09,0.22,950.18,11
202212,105,105. 합정역 5번출구 앞,정기권,F,70대이상,2,23.24,0.19,816.43,5
202212,105,105. 합정역 5번출구 앞,정기권,F,기타,12,362.54,2.93,12607.64,95
202212,105,105. 합정역 5번출구 앞,정기권,M,20대,55,2523.38,21.04,90548.15,847
202212,105,105. 합정역 5번출구 앞,정기권,M,30대,56,2845.03,22.44,96674.63,1169
202212,105,105. 합정역 5번출구 앞,정기권,M,40대,28,2666.8,19.36,83427.94,751
202212,105,105. 합정역 5번출구 앞,정기권,M,50대,25,1135.91,9.41,40489.57,277
202212,105,105. 합정역 5번출구 앞,정기권,M,60대,8,211.17,1.79,7664.7,53
202212,105,105. 합정역 5번출구 앞,정기권,M,70대이상,1,24.08,0.22,950,26
202212,105,105. 합정역 5번출구 앞,정기권,M,~10대,2,169.58,1.25,5380.4,35
202212,105,105. 합정역 5번출구 앞,정기권,M,기타,16,967.83,7.86,33855.29,345
202212,106,106. 합정역 7번출구 앞,일일권,,20대,25,1984.79,18.54,79800.88,542
202212,106,106. 합정역 7번출구 앞,일일권,,30대,4,266.02,2.32,9971.63,86
202212,106,106. 합정역 7번출구 앞,일일권,,40대,2,604.9,5.05,21792.04,83
202212,106,106. 합정역 7번출구 앞,일일권,,~10대,1,169.65,1.1,4760,31
202212,106,106. 합정역 7번출구 앞,일일권,,기타,4,492.06,4.5,19384.06,183
202212,106,106. 합정역 7번출구 앞,일일권,F,20대,9,440.17,4.5,19384.14,428
202212,106,106. 합정역 7번출구 앞,일일권,F,30대,7,424.31,4.8,20621.5,216
202212,106,106. 합정역 7번출구 앞,일일권,F,40대,1,105.08,0.95,4082.41,34
202212,106,106. 합정역 7번출구 앞,일일권,F,~10대,1,61.26,0.55,2380,28
202212,106,106. 합정역 7번출구 앞,일일권,F,기타,4,424.48,3.98,17116.71,235
202212,106,106. 합정역 7번출구 앞,일일권,M,20대,34,3654.96,28.43,122657.06,1241
202212,106,106. 합정역 7번출구 앞,일일권,M,30대,12,1526.03,11.54,49806.7,434
202212,106,106. 합정역 7번출구 앞,일일권,M,40대,2,173.22,1.44,6204.94,51
202212,106,106. 합정역 7번출구 앞,일일권,M,~10대,3,289.77,2.13,9197.01,112
202212,106,106. 합정역 7번출구 앞,일일권,M,기타,8,745.73,6.26,26940.82,276
202212,106,106. 합정역 7번출구 앞,일일권(비회원),,기타,5,694.37,6.25,26975.96,268
202212,106,106. 합정역 7번출구 앞,정기권,,20대,105,6340.13,68.18,293843.44,2755
202212,106,106. 합정역 7번출구 앞,정기권,,30대,106,6270.7,53.02,228467.1,2823
202212,106,106. 합정역 7번출구 앞,정기권,,40대,18,2621.88,21.46,92481.06,549
202212,106,106. 합정역 7번출구 앞,정기권,,50대,19,2024.4,19.12,82489.59,514
202212,106,106. 합정역 7번출구 앞,정기권,,60대,24,1472.21,12.15,52416.25,1323
202212,106,106. 합정역 7번출구 앞,정기권,,70대이상,2,366.19,3.16,13635.81,124
202212,106,106. 합정역 7번출구 앞,정기권,,~10대,3,513.6,5.36,23103.48,177
202212,106,106. 합정역 7번출구 앞,정기권,,기타,5,428.17,3.84,16553.52,161
202212,106,106. 합정역 7번출구 앞,정기권,F,20대,59,2316.86,23.06,99220.92,1405
202212,106,106. 합정역 7번출구 앞,정기권,F,30대,43,2348.38,22.16,95534.04,1241
202212,106,106. 합정역 7번출구 앞,정기권,F,40대,15,915.88,8.62,37156.16,343
202212,106,106. 합정역 7번출구 앞,정기권,F,50대,10,804.48,7.44,32111.05,378
202212,106,106. 합정역 7번출구 앞,정기권,F,60대,1,13.4,0.17,720,19
202212,106,106. 합정역 7번출구 앞,정기권,F,70대이상,3,536.38,6.34,27306.03,180
202212,106,106. 합정역 7번출구 앞,정기권,F,~10대,7,157.95,1.6,6890.92,60
202212,106,106. 합정역 7번출구 앞,정기권,F,기타,11,396.97,3.61,15523.13,189
202212,106,106. 합정역 7번출구 앞,정기권,M,20대,93,6384.44,52.2,224852.83,2005
202212,106,106. 합정역 7번출구 앞,정기권,M,30대,90,6092.76,49.66,214088.48,2157
202212,106,106. 합정역 7번출구 앞,정기권,M,40대,29,2869.16,22.51,97112.23,869
202212,106,106. 합정역 7번출구 앞,정기권,M,50대,49,1997.94,16.37,70520.44,872
202212,106,106. 합정역 7번출구 앞,정기권,M,60대,22,1471.82,12.91,55669.38,463
202212,106,106. 합정역 7번출구 앞,정기권,M,70대이상,3,519.47,4.57,19693.75,131
202212,106,106. 합정역 7번출구 앞,정기권,M,~10대,6,968.2,7.54,32556.32,182
202212,106,106. 합정역 7번출구 앞,정기권,M,기타,19,882.94,7.09,30540.29,411
202212,107,107. 신한은행 서교동지점,일일권,,20대,18,803.56,7.36,31740.91,309
202212,107,107. 신한은행 서교동지점,일일권,,30대,5,281.37,2.31,10009.67,106
202212,107,107. 신한은행 서교동지점,일일권,,40대,2,35.14,0.35,1529.88,75
202212,107,107. 신한은행 서교동지점,일일권,,기타,3,110.31,1,4290.64,56
202212,107,107. 신한은행 서교동지점,일일권,F,20대,11,407.83,4.02,17241.44,154
202212,107,107. 신한은행 서교동지점,일일권,F,30대,5,145.01,1.51,6473.42,72
202212,107,107. 신한은행 서교동지점,일일권,F,~10대,5,93.14,1.03,4446.61,130
202212,107,107. 신한은행 서교동지점,일일권,F,기타,10,467.46,5.21,22442.58,191
202212,107,107. 신한은행 서교동지점,일일권,M,20대,18,934.82,8.43,36362.44,258
202212,107,107. 신한은행 서교동지점,일일권,M,30대,28,835.02,7.28,31535.84,371
202212,107,107. 신한은행 서교동지점,일일권,M,40대,3,163,1.39,6021.91,70
202212,107,107. 신한은행 서교동지점,일일권,M,50대,1,42.07,0.38,1634.31,51
202212,107,107. 신한은행 서교동지점,일일권,M,~10대,4,169.06,1.59,6833.04,42
202212,107,107. 신한은행 서교동지점,일일권,M,기타,7,450.75,3.03,13090.37,93
202212,107,107. 신한은행 서교동지점,일일권(비회원),,기타,3,332.05,2.98,12900,106
202212,107,107. 신한은행 서교동지점,정기권,,20대,133,5465.68,47.62,205324.13,2341
202212,107,107. 신한은행 서교동지점,정기권,,30대,106,5369.47,48.43,209072.67,2207
202212,107,107. 신한은행 서교동지점,정기권,,40대,38,1069.32,8.73,37658.11,459
202212,107,107. 신한은행 서교동지점,정기권,,50대,20,709.68,6.06,26155.7,313
202212,107,107. 신한은행 서교동지점,정기권,,60대,6,461.91,3.81,16456.92,340
202212,107,107. 신한은행 서교동지점,정기권,,기타,9,237.12,2.23,9599.33,557
202212,107,107. 신한은행 서교동지점,정기권,F,20대,94,3680.51,34.14,147212.91,1316
202212,107,107. 신한은행 서교동지점,정기권,F,30대,90,2278.62,22.23,95850.65,1732
202212,107,107. 신한은행 서교동지점,정기권,F,40대,7,577.48,5.58,24022.67,189
202212,107,107. 신한은행 서교동지점,정기권,F,50대,20,1399.12,13.66,58877.42,451
202212,107,107. 신한은행 서교동지점,정기권,F,60대,1,39.72,0.4,1729.38,29
202212,107,107. 신한은행 서교동지점,정기권,F,~10대,4,57.14,0.53,2289,35
202212,107,107. 신한은행 서교동지점,정기권,F,기타,15,445.63,4.26,18413.13,148
202212,107,107. 신한은행 서교동지점,정기권,M,20대,79,3274.41,25.89,111687.75,1041
202212,107,107. 신한은행 서교동지점,정기권,M,30대,83,4869.3,40.54,174709.23,1577
202212,107,107. 신한은행 서교동지점,정기권,M,40대,32,1681.84,13.52,58264.58,507
202212,107,107. 신한은행 서교동지점,정기권,M,50대,48,2183.11,16.08,69354.43,1229
202212,107,107. 신한은행 서교동지점,정기권,M,60대,24,949.33,6.94,29919.08,385
202212,107,107. 신한은행 서교동지점,정기권,M,~10대,3,54.41,0.48,2046.56,14
202212,107,107. 신한은행 서교동지점,정기권,M,기타,18,978.81,7.68,33024.47,344
202212,108,108. 서교동 사거리,단체권,,기타,2,194.85,1.75,7570,79
202212,108,108. 서교동 사거리,단체권,F,20대,1,27.45,0.29,1260.18,11
202212,108,108. 서교동 사거리,일일권,,20대,29,1895.16,15.98,68971.08,697
202212,108,108. 서교동 사거리,일일권,,30대,8,380.81,3.13,13517.57,192
202212,108,108. 서교동 사거리,일일권,,40대,3,126.87,1,4286.54,59
202212,108,108. 서교동 사거리,일일권,,50대,2,84.78,0.76,3293.82,21
202212,108,108. 서교동 사거리,일일권,,~10대,1,119.37,1.09,4710,34
202212,108,108. 서교동 사거리,일일권,,기타,5,734.84,6.85,29563.68,186
202212,108,108. 서교동 사거리,일일권,F,20대,20,907.5,8.5,36553.55,565
202212,108,108. 서교동 사거리,일일권,F,30대,8,257.51,2.26,9685.92,117
202212,108,108. 서교동 사거리,일일권,F,기타,3,98.58,0.89,3829.69,40
202212,108,108. 서교동 사거리,일일권,M,20대,40,2996.57,25.52,109963.48,975
202212,108,108. 서교동 사거리,일일권,M,30대,7,523.01,4,17238.1,103
202212,108,108. 서교동 사거리,일일권,M,40대,1,54.49,0.4,1720,7
202212,108,108. 서교동 사거리,일일권,M,50대,1,79.56,0.67,2870,59
202212,108,108. 서교동 사거리,일일권,M,~10대,11,829.23,6.92,29845.25,282
202212,108,108. 서교동 사거리,일일권,M,기타,1,179.28,1.35,5804.34,62
202212,108,108. 서교동 사거리,일일권(비회원),,기타,10,877.95,7.9,34108.45,415
202212,108,108. 서교동 사거리,정기권,,20대,136,6365.71,60.12,259053.5,3259
202212,108,108. 서교동 사거리,정기권,,30대,61,4256.74,34.59,149087.96,1874
202212,108,108. 서교동 사거리,정기권,,40대,34,1298.8,12.24,52652.55,1151
202212,108,108. 서교동 사거리,정기권,,50대,9,1078.77,7.97,34353.4,335
202212,108,108. 서교동 사거리,정기권,,60대,24,473.37,4.6,19787.42,180
202212,108,108. 서교동 사거리,정기권,,기타,2,47.44,0.51,2168.91,13
202212,108,108. 서교동 사거리,정기권,F,20대,88,2657.33,27.41,117954.35,1458
202212,108,108. 서교동 사거리,정기권,F,30대,46,1568.61,15.39,66327.35,841
202212,108,108. 서교동 사거리,정기권,F,40대,14,575.45,6.03,25961.86,669
202212,108,108. 서교동 사거리,정기권,F,50대,13,829.81,8.21,35367.15,273
202212,108,108. 서교동 사거리,정기권,F,~10대,3,166.32,2.12,9163.16,75
202212,108,108. 서교동 사거리,정기권,F,기타,25,646.49,6.33,27304.68,260
202212,108,108. 서교동 사거리,정기권,M,20대,119,5824.77,49.16,211898.81,2246
202212,108,108. 서교동 사거리,정기권,M,30대,105,6177.39,49.83,214679.91,2692
202212,108,108. 서교동 사거리,정기권,M,40대,37,2302.08,17.72,76388.93,1092
202212,108,108. 서교동 사거리,정기권,M,50대,21,1259.58,10.59,45797,386
202212,108,108. 서교동 사거리,정기권,M,60대,28,718.17,5.94,25562.35,232
202212,108,108. 서교동 사거리,정기권,M,~10대,16,671.04,5.69,24520.1,273
202212,108,108. 서교동 사거리,정기권,M,기타,47,1756.75,15.49,66701.32,763
202212,109,109. 제일빌딩 앞,일일권,,20대,14,772.77,7.42,32025.3,250
202212,109,109. 제일빌딩 앞,일일권,,30대,6,410.15,2.78,11986.67,670
202212,109,109. 제일빌딩 앞,일일권,,40대,1,812.83,5.74,24730,54
202212,109,109. 제일빌딩 앞,일일권,,~10대,3,292.63,2.77,11938.84,100
202212,109,109. 제일빌딩 앞,일일권,,기타,2,209.52,1.82,7812.03,74
202212,109,109. 제일빌딩 앞,일일권,F,20대,21,1303.82,12.52,53846.13,533
202212,109,109. 제일빌딩 앞,일일권,F,30대,5,288.51,2.95,12696.52,126
202212,109,109. 제일빌딩 앞,일일권,F,~10대,4,531.08,5.27,22733.04,155
202212,109,109. 제일빌딩 앞,일일권,M,20대,26,2929.29,22.52,97071.63,675
202212,109,109. 제일빌딩 앞,일일권,M,30대,11,989.05,7.77,33575.81,299
202212,109,109. 제일빌딩 앞,일일권,M,40대,2,255.22,2.11,9062.36,44
202212,109,109. 제일빌딩 앞,일일권,M,50대,5,191.41,1.67,7171.81,45
202212,109,109. 제일빌딩 앞,일일권,M,~10대,4,397.62,3.82,16438.02,89
202212,109,109. 제일빌딩 앞,일일권,M,기타,3,223.59,2.05,8856.84,64
202212,109,109. 제일빌딩 앞,일일권(비회원),,기타,16,1100.51,9.9,42754.36,707
202212,109,109. 제일빌딩 앞,정기권,,20대,62,4039.28,32.89,141762.6,1379
202212,109,109. 제일빌딩 앞,정기권,,30대,35,2911,23.8,102524.14,1562
202212,109,109. 제일빌딩 앞,정기권,,40대,3,370.71,2.54,10936.37,85
202212,109,109. 제일빌딩 앞,정기권,,50대,10,1983.71,15.11,65157.64,336
202212,109,109. 제일빌딩 앞,정기권,,60대,5,297.47,2.56,11038.36,161
202212,109,109. 제일빌딩 앞,정기권,,기타,3,123.16,1.33,5716.08,55
202212,109,109. 제일빌딩 앞,정기권,F,20대,56,2839.06,28.85,124331.49,963
202212,109,109. 제일빌딩 앞,정기권,F,30대,44,2059.78,20.46,88234.13,1442
202212,109,109. 제일빌딩 앞,정기권,F,40대,9,268.74,2.86,12371.94,102
202212,109,109. 제일빌딩 앞,정기권,F,50대,7,400.31,4.57,19754.81,258
202212,109,109. 제일빌딩 앞,정기권,F,~10대,4,233.31,2.2,9471.29,63
202212,109,109. 제일빌딩 앞,정기권,F,기타,1,42.08,0.38,1634.93,19
202212,109,109. 제일빌딩 앞,정기권,M,20대,37,2864.54,24.62,106109.69,777
202212,109,109. 제일빌딩 앞,정기권,M,30대,66,5008.18,41.77,180108.98,2280
202212,109,109. 제일빌딩 앞,정기권,M,40대,25,4249.82,29.32,126304.05,744
202212,109,109. 제일빌딩 앞,정기권,M,50대,12,3071.3,24.07,103737.64,643
202212,109,109. 제일빌딩 앞,정기권,M,60대,4,310.3,2.53,10940.18,69
202212,109,109. 제일빌딩 앞,정기권,M,~10대,8,746.74,6.69,28868.12,187
202212,109,109. 제일빌딩 앞,정기권,M,기타,27,1058.19,8.39,36113.46,1376
