대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202212,466,466.롯데호텔,정기권,,30대,11,419.01,3.31,14273.19,288
202212,466,466.롯데호텔,정기권,,40대,10,316.6,4.11,17739.88,192
202212,466,466.롯데호텔,정기권,,50대,13,981.21,11.49,49555.44,449
202212,466,466.롯데호텔,정기권,,60대,2,102.87,0.84,3645.38,28
202212,466,466.롯데호텔,정기권,,~10대,1,177.41,1.48,6400,28
202212,466,466.롯데호텔,정기권,F,20대,10,461.4,4.4,18953.47,125
202212,466,466.롯데호텔,정기권,F,30대,11,523.56,5.06,21840.16,282
202212,466,466.롯데호텔,정기권,F,40대,2,32.53,0.3,1288.17,19
202212,466,466.롯데호텔,정기권,F,60대,4,188.9,2.52,10841.44,358
202212,466,466.롯데호텔,정기권,F,기타,3,78.25,0.7,3040.02,30
202212,466,466.롯데호텔,정기권,M,20대,15,749.73,5.7,24621.24,203
202212,466,466.롯데호텔,정기권,M,30대,23,1093.89,8.3,35719.67,395
202212,466,466.롯데호텔,정기권,M,40대,22,1082.67,9.06,38970.75,381
202212,466,466.롯데호텔,정기권,M,50대,20,1574.41,12.53,53928.87,431
202212,466,466.롯데호텔,정기권,M,기타,1,18.85,0.16,680,5
202212,467,467.한국은행,단체권,,20대,2,164.88,1.34,5782.67,53
202212,467,467.한국은행,단체권,F,40대,3,31.34,0.39,1720.53,51
202212,467,467.한국은행,일일권,,20대,3,374.87,2.32,9974.28,63
202212,467,467.한국은행,일일권,,30대,1,0,0,0,28
202212,467,467.한국은행,일일권,,50대,1,124.74,0.97,4200,69
202212,467,467.한국은행,일일권,,기타,1,298.38,2.91,12558.29,72
202212,467,467.한국은행,일일권,F,20대,1,16.53,0.15,642.05,39
202212,467,467.한국은행,일일권,F,30대,1,56.85,0.61,2610,40
202212,467,467.한국은행,일일권,F,기타,1,24.04,0.28,1214.28,19
202212,467,467.한국은행,일일권,M,20대,6,677.54,6.02,25903.58,205
202212,467,467.한국은행,일일권,M,30대,3,184.68,1.46,6314.82,68
202212,467,467.한국은행,정기권,,20대,7,311.24,2.37,10209.68,75
202212,467,467.한국은행,정기권,,30대,10,1723.75,12.26,52860.67,337
202212,467,467.한국은행,정기권,,40대,2,165.24,1.92,8267.09,48
202212,467,467.한국은행,정기권,,60대,14,314.88,2.86,12232.97,283
202212,467,467.한국은행,정기권,F,20대,4,218.3,2.37,10224.51,78
202212,467,467.한국은행,정기권,F,30대,6,371.09,3.99,17174.24,131
202212,467,467.한국은행,정기권,F,40대,1,144.01,1.3,5594.81,48
202212,467,467.한국은행,정기권,F,50대,2,75.85,0.67,2918.61,47
202212,467,467.한국은행,정기권,M,20대,4,207.12,1.72,7448.3,61
202212,467,467.한국은행,정기권,M,30대,12,1572.8,12.01,51725.67,328
202212,467,467.한국은행,정기권,M,40대,12,959.79,7.55,32603.7,251
202212,467,467.한국은행,정기권,M,50대,4,421.8,3.72,16013.01,174
202212,467,467.한국은행,정기권,M,60대,3,131.5,1.16,5000.3,108
202212,467,467.한국은행,정기권,M,~10대,1,45.94,0.41,1784.62,98
202212,467,467.한국은행,정기권,M,기타,2,60.54,0.5,2151.23,21
202212,468,468.웨스틴 조선호텔,단체권,F,40대,1,5.74,0.07,314.97,7
202212,468,468.웨스틴 조선호텔,단체권,M,40대,2,96.14,0.87,3735.08,111
202212,468,468.웨스틴 조선호텔,일일권,,20대,5,256.13,2.36,10157.59,81
202212,468,468.웨스틴 조선호텔,일일권,,30대,6,364.63,3.96,17079.82,105
202212,468,468.웨스틴 조선호텔,일일권,,50대,2,92.41,0.78,3351.85,43
202212,468,468.웨스틴 조선호텔,일일권,F,20대,3,145.5,1.48,6403.67,82
202212,468,468.웨스틴 조선호텔,일일권,F,30대,1,141.96,1.28,5515.1,90
202212,468,468.웨스틴 조선호텔,일일권,F,기타,4,114.14,1.16,5020,40
202212,468,468.웨스틴 조선호텔,일일권,M,20대,5,199.26,1.78,7680.55,109
202212,468,468.웨스틴 조선호텔,일일권,M,30대,6,495.36,4.05,17448.7,136
202212,468,468.웨스틴 조선호텔,일일권,M,40대,2,180.03,1.25,5398.06,56
202212,468,468.웨스틴 조선호텔,일일권,M,~10대,1,5.33,0.07,280.23,5
202212,468,468.웨스틴 조선호텔,일일권,M,기타,1,18.58,0.15,651.76,8
202212,468,468.웨스틴 조선호텔,일일권(비회원),,기타,9,355.08,3.2,13795.33,145
202212,468,468.웨스틴 조선호텔,정기권,,20대,20,705.61,6.99,30184.42,707
202212,468,468.웨스틴 조선호텔,정기권,,30대,18,721.84,5.92,25511.11,401
202212,468,468.웨스틴 조선호텔,정기권,,40대,8,379.8,2.56,11083.14,105
202212,468,468.웨스틴 조선호텔,정기권,,50대,4,137.65,1.36,5892.62,117
202212,468,468.웨스틴 조선호텔,정기권,,기타,3,49.77,0.46,1989.79,117
202212,468,468.웨스틴 조선호텔,정기권,F,20대,20,1822.23,17.66,76098.77,601
202212,468,468.웨스틴 조선호텔,정기권,F,30대,10,410.97,4.01,17317.98,330
202212,468,468.웨스틴 조선호텔,정기권,F,50대,2,53.86,0.39,1700.02,16
202212,468,468.웨스틴 조선호텔,정기권,F,60대,1,89.87,1.03,4450,30
202212,468,468.웨스틴 조선호텔,정기권,F,기타,20,395.18,4.49,19389.5,193
202212,468,468.웨스틴 조선호텔,정기권,M,20대,23,1505.85,13,56081.5,420
202212,468,468.웨스틴 조선호텔,정기권,M,30대,77,8917.59,57.48,247755.95,2490
202212,468,468.웨스틴 조선호텔,정기권,M,40대,31,1942.38,17.29,74551.63,695
202212,468,468.웨스틴 조선호텔,정기권,M,50대,16,940.89,7.27,31321,297
202212,468,468.웨스틴 조선호텔,정기권,M,~10대,1,50.11,0.4,1733.54,10
202212,468,468.웨스틴 조선호텔,정기권,M,기타,5,363.96,3.18,13725.54,203
202212,469,469.회현역 1번출구,일일권,,20대,1,42.78,0.38,1636.78,97
202212,469,469.회현역 1번출구,일일권,,30대,2,136.98,1.04,4461.79,41
202212,469,469.회현역 1번출구,일일권,,~10대,2,99.15,0.9,3852.04,19
202212,469,469.회현역 1번출구,일일권,F,20대,2,81.5,0.71,3048.33,27
202212,469,469.회현역 1번출구,일일권,F,30대,3,195.1,1.85,7956.4,70
202212,469,469.회현역 1번출구,일일권,F,40대,1,29.48,0.25,1063.48,19
202212,469,469.회현역 1번출구,일일권,M,20대,1,47.25,0.43,1835.8,9
202212,469,469.회현역 1번출구,일일권,M,30대,1,31.77,0.28,1197.45,12
202212,469,469.회현역 1번출구,일일권,M,50대,2,253.66,1.71,7376.13,48
202212,469,469.회현역 1번출구,일일권(비회원),,기타,3,169.14,1.52,6571.28,79
202212,469,469.회현역 1번출구,정기권,,20대,22,1870.17,13.99,60300.28,451
202212,469,469.회현역 1번출구,정기권,,30대,1,44.02,0.4,1710,17
202212,469,469.회현역 1번출구,정기권,,40대,7,388.66,3.15,13597.89,182
202212,469,469.회현역 1번출구,정기권,,50대,14,672.34,5.82,25006.55,1176
202212,469,469.회현역 1번출구,정기권,F,20대,9,431.39,3.88,16759.67,130
202212,469,469.회현역 1번출구,정기권,F,30대,14,367.02,4.02,17338.39,313
202212,469,469.회현역 1번출구,정기권,F,40대,1,10.61,0.11,470,4
202212,469,469.회현역 1번출구,정기권,F,50대,2,118.19,1.11,4792.35,47
202212,469,469.회현역 1번출구,정기권,F,기타,1,15.31,0.19,805.7,4
202212,469,469.회현역 1번출구,정기권,M,20대,5,226.54,2.07,8914.93,49
202212,469,469.회현역 1번출구,정기권,M,30대,23,1654.59,12.89,55450.06,502
202212,469,469.회현역 1번출구,정기권,M,40대,20,890.08,7.13,30684.13,310
202212,469,469.회현역 1번출구,정기권,M,50대,19,1190.6,10,43127.58,495
202212,469,469.회현역 1번출구,정기권,M,60대,1,48.13,0.43,1870,11
202212,469,469.회현역 1번출구,정기권,M,70대이상,1,23.94,0.22,930,29
202212,469,469.회현역 1번출구,정기권,M,기타,10,157.21,1.44,6177.9,25
202212,470,470.회현역 7번출구,일일권,,30대,1,64.29,0.45,1955.92,11
202212,470,470.회현역 7번출구,일일권,,~10대,1,35.14,0.32,1365.26,6
202212,470,470.회현역 7번출구,일일권,F,20대,3,165.5,1.96,8466.46,80
202212,470,470.회현역 7번출구,일일권,F,30대,4,290.9,2.72,11698.53,118
202212,470,470.회현역 7번출구,일일권,F,기타,1,22.97,0.27,1160,33
202212,470,470.회현역 7번출구,일일권,M,20대,1,47.76,0.47,2010,15
202212,470,470.회현역 7번출구,일일권,M,30대,6,330.27,2.6,11202.4,96
202212,470,470.회현역 7번출구,일일권,M,40대,1,53.54,0.48,2080,29
202212,470,470.회현역 7번출구,일일권,M,~10대,1,24.57,0.22,954.36,11
202212,470,470.회현역 7번출구,일일권(비회원),,기타,1,100.3,0.9,3896.49,26
202212,470,470.회현역 7번출구,정기권,,20대,25,1963.07,14.74,63530.92,530
202212,470,470.회현역 7번출구,정기권,,30대,17,988.81,7.48,32255.07,250
202212,470,470.회현역 7번출구,정기권,,40대,12,762.78,5.47,23626.79,301
202212,470,470.회현역 7번출구,정기권,,50대,5,138.26,1.37,5922.63,262
202212,470,470.회현역 7번출구,정기권,,60대,1,180.75,2.08,8950,113
202212,470,470.회현역 7번출구,정기권,,기타,1,13.69,0.12,531.71,14
202212,470,470.회현역 7번출구,정기권,F,20대,7,471.25,4.65,20040.97,146
202212,470,470.회현역 7번출구,정기권,F,30대,14,306.84,3.44,14808.06,152
202212,470,470.회현역 7번출구,정기권,F,40대,1,85.6,0.91,3930,30
202212,470,470.회현역 7번출구,정기권,F,50대,4,375.88,3.07,13210.94,177
202212,470,470.회현역 7번출구,정기권,F,~10대,1,28.55,0.24,1030,11
202212,470,470.회현역 7번출구,정기권,F,기타,2,73.73,0.6,2550.58,25
202212,470,470.회현역 7번출구,정기권,M,20대,12,930.09,7.65,32981.98,228
202212,470,470.회현역 7번출구,정기권,M,30대,18,961.2,7.07,30388.79,406
202212,470,470.회현역 7번출구,정기권,M,40대,21,2082.45,15.63,67359.56,494
202212,470,470.회현역 7번출구,정기권,M,50대,14,735.5,6.65,28631.58,450
202212,470,470.회현역 7번출구,정기권,M,60대,3,135.68,1.23,5329.77,86
202212,470,470.회현역 7번출구,정기권,M,기타,1,6.63,0.06,250,1
202212,471,471.회현사거리 남측,일일권,,20대,10,388.73,4.63,19958.94,176
202212,471,471.회현사거리 남측,일일권,,30대,1,\N,\N,0,57
202212,471,471.회현사거리 남측,일일권,,40대,1,32.09,0.21,900.38,18
202212,471,471.회현사거리 남측,일일권,,기타,4,225.11,2.05,8857.59,64
202212,471,471.회현사거리 남측,일일권,F,20대,7,297.6,2.96,12691.93,142
202212,471,471.회현사거리 남측,일일권,F,30대,1,26.05,0.3,1290,18
202212,471,471.회현사거리 남측,일일권,F,50대,1,10.41,0.12,495.91,5
202212,471,471.회현사거리 남측,일일권,F,~10대,1,40.29,0.28,1197.06,18
202212,471,471.회현사거리 남측,일일권,F,기타,1,55.47,0.5,2154.99,20
202212,471,471.회현사거리 남측,일일권,M,20대,5,445.97,3.74,16134.6,170
202212,471,471.회현사거리 남측,일일권,M,30대,8,530.79,4.34,18669.2,216
202212,471,471.회현사거리 남측,일일권,M,40대,1,70.28,0.61,2610,14
202212,471,471.회현사거리 남측,일일권,M,50대,1,48.91,0.44,1900,36
202212,471,471.회현사거리 남측,일일권,M,~10대,4,906.33,8.88,38284.93,281
202212,471,471.회현사거리 남측,일일권,M,기타,1,145.43,1.31,5650,42
202212,471,471.회현사거리 남측,일일권(비회원),,기타,10,483.03,4.36,18765.87,184
202212,471,471.회현사거리 남측,정기권,,20대,59,3104.07,25.98,111845.4,980
202212,471,471.회현사거리 남측,정기권,,30대,26,1030.57,8.55,36935.61,378
202212,471,471.회현사거리 남측,정기권,,40대,21,2120.21,17.99,77545.16,357
202212,471,471.회현사거리 남측,정기권,,50대,4,203.82,1.84,7918.3,218
202212,471,471.회현사거리 남측,정기권,,기타,3,70.74,0.69,2977.34,26
202212,471,471.회현사거리 남측,정기권,F,20대,20,583.12,6,25914.01,229
202212,471,471.회현사거리 남측,정기권,F,30대,43,1165.12,11.88,51228.15,712
202212,471,471.회현사거리 남측,정기권,F,40대,4,121.33,1.19,5113.8,54
202212,471,471.회현사거리 남측,정기권,F,50대,10,677.33,5.84,25161.14,196
202212,471,471.회현사거리 남측,정기권,F,60대,1,88.57,1.02,4385.73,19
202212,471,471.회현사거리 남측,정기권,F,기타,2,76.67,0.87,3761.86,24
202212,471,471.회현사거리 남측,정기권,M,20대,18,1268.94,9.65,41593.19,384
202212,471,471.회현사거리 남측,정기권,M,30대,54,3523.45,28.8,124210.21,955
202212,471,471.회현사거리 남측,정기권,M,40대,40,3208.23,27.66,119214.03,1390
202212,471,471.회현사거리 남측,정기권,M,50대,26,1662.61,11.63,50085.63,406
202212,471,471.회현사거리 남측,정기권,M,60대,2,61.17,0.61,2658.59,35
202212,471,471.회현사거리 남측,정기권,M,70대이상,3,186.92,1.79,7738.92,137
202212,471,471.회현사거리 남측,정기권,M,~10대,1,25.48,0.23,990,9
202212,471,471.회현사거리 남측,정기권,M,기타,10,719.83,6.07,26114.7,325
202212,472,472.삼일교(시그니쳐 타워),일일권,,20대,9,581.7,5.05,21720.99,171
202212,472,472.삼일교(시그니쳐 타워),일일권,,30대,10,658.49,4.9,21051.06,132
202212,472,472.삼일교(시그니쳐 타워),일일권,,40대,4,148.09,0.97,4152.23,28
202212,472,472.삼일교(시그니쳐 타워),일일권,F,20대,7,296.52,3.05,13195.18,211
202212,472,472.삼일교(시그니쳐 타워),일일권,F,30대,1,16.71,0.15,649.19,8
202212,472,472.삼일교(시그니쳐 타워),일일권,F,50대,1,16.76,0.16,705.19,4
202212,472,472.삼일교(시그니쳐 타워),일일권,F,~10대,1,205.13,1.85,7969.3,58
202212,472,472.삼일교(시그니쳐 타워),일일권,F,기타,1,73.77,0.66,2865.8,17
202212,472,472.삼일교(시그니쳐 타워),일일권,M,20대,11,532.39,4.55,19572.2,249
202212,472,472.삼일교(시그니쳐 타워),일일권,M,30대,10,610.45,4.56,19671.91,192
202212,472,472.삼일교(시그니쳐 타워),일일권,M,40대,1,38.49,0.35,1495.2,9
202212,472,472.삼일교(시그니쳐 타워),일일권,M,50대,5,288.98,2.23,9607.47,110
202212,472,472.삼일교(시그니쳐 타워),일일권,M,~10대,3,345.92,2.81,12082.17,87
202212,472,472.삼일교(시그니쳐 타워),일일권,M,기타,1,68.31,0.62,2653.83,18
202212,472,472.삼일교(시그니쳐 타워),일일권(비회원),,기타,1,10.6,0.1,411.92,21
202212,472,472.삼일교(시그니쳐 타워),정기권,,20대,43,2738.26,23.31,100344.56,807
202212,472,472.삼일교(시그니쳐 타워),정기권,,30대,54,3038.7,29.23,126162.17,1129
202212,472,472.삼일교(시그니쳐 타워),정기권,,40대,45,2248.7,16.51,71036.53,801
202212,472,472.삼일교(시그니쳐 타워),정기권,,50대,7,147.03,1.32,5711.95,116
202212,472,472.삼일교(시그니쳐 타워),정기권,,기타,5,449.48,4.18,17998.59,140
202212,472,472.삼일교(시그니쳐 타워),정기권,F,20대,36,1994.44,21.64,93246.35,684
202212,472,472.삼일교(시그니쳐 타워),정기권,F,30대,36,4749.69,46.28,199477.72,1378
202212,472,472.삼일교(시그니쳐 타워),정기권,F,40대,15,467.64,4.46,19168.17,655
202212,472,472.삼일교(시그니쳐 타워),정기권,F,50대,3,352.84,3.57,15377.11,316
202212,472,472.삼일교(시그니쳐 타워),정기권,F,70대이상,1,21.11,0.19,820,69
202212,472,472.삼일교(시그니쳐 타워),정기권,F,기타,7,288.66,2.79,12046.79,210
202212,472,472.삼일교(시그니쳐 타워),정기권,M,20대,23,1057.58,8.31,35910.63,345
202212,472,472.삼일교(시그니쳐 타워),정기권,M,30대,65,5930.22,47.43,204399.14,1309
202212,472,472.삼일교(시그니쳐 타워),정기권,M,40대,103,6264.31,47.43,204432.01,1978
202212,472,472.삼일교(시그니쳐 타워),정기권,M,50대,41,3019.71,22.76,98227.96,608
202212,472,472.삼일교(시그니쳐 타워),정기권,M,60대,8,342.06,2.98,12826.1,321
202212,472,472.삼일교(시그니쳐 타워),정기권,M,기타,5,531.88,4.04,17376.93,138
202212,473,473.을지로4가역 9번출구,일일권,,20대,15,618.71,5.73,24672.09,266
202212,473,473.을지로4가역 9번출구,일일권,,30대,13,528.87,4.44,19195.29,283
202212,473,473.을지로4가역 9번출구,일일권,,50대,1,44.44,0.53,2290,23
202212,473,473.을지로4가역 9번출구,일일권,F,20대,17,665.61,5.64,24376.04,351
202212,473,473.을지로4가역 9번출구,일일권,F,30대,3,238.88,2.31,9940,80
202212,473,473.을지로4가역 9번출구,일일권,F,40대,4,236.74,2.53,10952.8,135
202212,473,473.을지로4가역 9번출구,일일권,F,~10대,1,57.84,0.52,2247.26,18
202212,473,473.을지로4가역 9번출구,일일권,F,기타,9,286.36,2.6,11225.12,111
202212,473,473.을지로4가역 9번출구,일일권,M,20대,10,503.62,4.25,18254.46,291
202212,473,473.을지로4가역 9번출구,일일권,M,30대,13,636.94,4.8,20673.66,222
202212,473,473.을지로4가역 9번출구,일일권,M,40대,5,345.86,2.94,12631.46,147
202212,473,473.을지로4가역 9번출구,일일권,M,60대,1,58.17,0.52,2260,14
202212,473,473.을지로4가역 9번출구,일일권,M,70대이상,2,74.9,0.68,2910,60
202212,473,473.을지로4가역 9번출구,일일권,M,~10대,5,258.64,2.22,9609.31,88
202212,473,473.을지로4가역 9번출구,일일권,M,기타,4,108.98,0.97,4204.29,30
202212,473,473.을지로4가역 9번출구,일일권(비회원),,기타,11,410.36,3.71,15942.29,455
202212,473,473.을지로4가역 9번출구,정기권,,20대,99,3445.77,28.76,123980.87,1127
202212,473,473.을지로4가역 9번출구,정기권,,30대,80,3287.28,27.9,120518.47,1448
202212,473,473.을지로4가역 9번출구,정기권,,40대,57,1764.57,13.78,59393.87,1513
202212,473,473.을지로4가역 9번출구,정기권,,50대,30,1940.2,14.85,63868.79,1098
202212,473,473.을지로4가역 9번출구,정기권,,60대,14,1211.88,10.13,43680.38,405
202212,473,473.을지로4가역 9번출구,정기권,,70대이상,1,28.83,0.24,1040,15
202212,473,473.을지로4가역 9번출구,정기권,,기타,4,52.85,0.52,2224.21,75
202212,473,473.을지로4가역 9번출구,정기권,F,20대,100,2788.88,28.18,121608.23,2106
202212,473,473.을지로4가역 9번출구,정기권,F,30대,71,1825.68,18.44,79465.61,993
202212,473,473.을지로4가역 9번출구,정기권,F,40대,23,632.17,6.42,27607.19,233
202212,473,473.을지로4가역 9번출구,정기권,F,50대,9,394.39,4.15,17893.07,222
202212,473,473.을지로4가역 9번출구,정기권,F,60대,1,47.84,0.35,1510,14
202212,473,473.을지로4가역 9번출구,정기권,F,70대이상,1,50.66,0.38,1640,15
202212,473,473.을지로4가역 9번출구,정기권,F,~10대,1,27.99,0.25,1087.55,8
202212,473,473.을지로4가역 9번출구,정기권,F,기타,34,883.14,9.59,41374.84,783
202212,473,473.을지로4가역 9번출구,정기권,M,20대,75,3081.54,24.42,105191.02,1112
202212,473,473.을지로4가역 9번출구,정기권,M,30대,147,11075.31,87.81,378585.73,2685
202212,473,473.을지로4가역 9번출구,정기권,M,40대,78,4411.52,36.33,156540.84,2121
202212,473,473.을지로4가역 9번출구,정기권,M,50대,51,3465.32,29.69,128015.01,1088
202212,473,473.을지로4가역 9번출구,정기권,M,60대,33,1645.9,13.34,57657.92,953
202212,473,473.을지로4가역 9번출구,정기권,M,70대이상,1,35.75,0.32,1388.95,16
202212,473,473.을지로4가역 9번출구,정기권,M,~10대,3,117.75,1.12,4790,66
202212,473,473.을지로4가역 9번출구,정기권,M,기타,19,791.57,6.55,28180.9,318
202212,474,474.동대문역사문화공원역 1번출구 뒤편,단체권,F,20대,4,141.63,1.43,6166.44,235
202212,474,474.동대문역사문화공원역 1번출구 뒤편,단체권,M,20대,3,355.44,3.42,14740,93
202212,474,474.동대문역사문화공원역 1번출구 뒤편,단체권,M,~10대,2,257.69,2.16,9296.15,62
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,,20대,18,1361.11,11.6,49973.68,419
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,,30대,7,489.15,4.16,17965.7,144
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,,40대,1,20.3,0.13,569.48,9
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,,50대,5,304.96,2.9,12497.57,112
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,,기타,5,357,2.94,12666.51,142
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,F,20대,16,739.99,6.26,26998.51,322
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,F,30대,5,108.67,1.15,4945.52,44
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,F,~10대,5,224.31,2.07,8892.66,86
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,20대,20,1385.62,11.48,49542.25,556
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,30대,5,778.61,6.22,26775.59,141
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,40대,2,212.04,1.48,6392.58,45
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,50대,1,61.16,0.45,1930.4,14
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,~10대,11,662.22,5.82,25140.45,312
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권,M,기타,4,263.95,2.12,9140.95,78
202212,474,474.동대문역사문화공원역 1번출구 뒤편,일일권(비회원),,기타,26,1446.16,13.04,56184.01,564
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,20대,86,4356.93,39.04,168416.77,1438
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,30대,96,2573.46,21.63,93336.62,1320
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,40대,37,1059.49,9.47,40869.37,819
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,50대,30,1975.21,18.18,78441.91,614
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,60대,11,493.74,3.82,16447.34,163
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,70대이상,4,496.11,4.47,19273.8,83
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,~10대,1,337.64,2.04,8790,42
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,,기타,2,59.34,0.61,2660,26
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,20대,83,2952.22,30.7,132405.54,1836
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,30대,23,1307.91,13.81,59557.28,542
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,40대,25,1080.35,10.16,43784.7,962
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,50대,16,673.49,6.32,27194.96,589
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,60대,1,24.69,0.24,1039.1,11
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,~10대,6,197.6,2.12,9153.85,92
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,기타,17,1317.63,12.49,53937.28,483
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,20대,68,3104.89,24.76,106647.33,944
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,30대,102,8062.31,58.96,254256.71,2409
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,40대,42,1770.32,13.91,59884.32,820
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,50대,44,2030.82,15.86,68249.9,536
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,60대,20,1077.6,8.6,37027.83,520
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,70대이상,3,108.53,1.06,4573.23,70
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,~10대,12,575.57,4.81,20717.3,221
202212,474,474.동대문역사문화공원역 1번출구 뒤편,정기권,M,기타,37,2825.02,24.07,103712.14,987
202212,475,475.DDP 패션몰,단체권,F,20대,2,53.02,0.48,2060,23
202212,475,475.DDP 패션몰,일일권,,20대,8,508.38,4.78,20613.88,185
202212,475,475.DDP 패션몰,일일권,,30대,1,78.65,0.92,3972.34,51
202212,475,475.DDP 패션몰,일일권,F,20대,5,223.81,2.21,9490,65
202212,475,475.DDP 패션몰,일일권,F,30대,3,125.48,1.25,5364.64,51
202212,475,475.DDP 패션몰,일일권,M,20대,6,440.47,3.78,16308.86,282
202212,475,475.DDP 패션몰,일일권,M,30대,5,683.53,5.1,21990.94,158
202212,475,475.DDP 패션몰,일일권,M,40대,6,400.98,3.2,13813.55,153
202212,475,475.DDP 패션몰,일일권,M,~10대,1,27.54,0.2,858.7,11
202212,475,475.DDP 패션몰,일일권(비회원),,기타,4,205.75,1.85,7993.3,49
202212,475,475.DDP 패션몰,정기권,,20대,44,2307.3,21.56,92961.26,827
202212,475,475.DDP 패션몰,정기권,,30대,46,2222.84,19.36,83422.94,1256
202212,475,475.DDP 패션몰,정기권,,40대,25,1305.79,10.98,47365.54,334
202212,475,475.DDP 패션몰,정기권,,50대,31,834.37,7.46,32139.53,376
202212,475,475.DDP 패션몰,정기권,,60대,7,343.73,2.66,11465.96,134
202212,475,475.DDP 패션몰,정기권,,기타,23,2977.78,26.68,114996.3,539
202212,475,475.DDP 패션몰,정기권,F,20대,14,694.8,6.34,27427.26,339
202212,475,475.DDP 패션몰,정기권,F,30대,71,2323.41,25.23,108637.85,1247
202212,475,475.DDP 패션몰,정기권,F,40대,40,1679.22,16.66,71706.88,902
202212,475,475.DDP 패션몰,정기권,F,50대,3,39.41,0.38,1658.41,11
202212,475,475.DDP 패션몰,정기권,F,60대,25,1478.81,14.21,61227.42,618
202212,475,475.DDP 패션몰,정기권,F,기타,26,453.17,4.88,20938.3,230
202212,475,475.DDP 패션몰,정기권,M,20대,35,2138.61,19.32,83270.07,681
202212,475,475.DDP 패션몰,정기권,M,30대,111,5823.01,48.58,209433.85,2266
202212,475,475.DDP 패션몰,정기권,M,40대,164,7674.82,63.42,273440.45,3601
202212,475,475.DDP 패션몰,정기권,M,50대,22,1083.03,9.87,42622.7,355
202212,475,475.DDP 패션몰,정기권,M,60대,21,4311.66,29.37,126604.68,915
202212,475,475.DDP 패션몰,정기권,M,70대이상,2,125,1.13,4856.37,80
202212,475,475.DDP 패션몰,정기권,M,기타,46,3566.56,25.07,108051.3,949
202212,476,476.광희문,일일권,,20대,5,148.68,1.34,5768.68,57
202212,476,476.광희문,일일권,,기타,2,63.21,0.57,2455.52,150
202212,476,476.광희문,일일권,F,20대,6,133.52,1.39,6037.01,63
202212,476,476.광희문,일일권,F,30대,2,65.06,0.68,2909.1,24
202212,476,476.광희문,일일권,F,40대,16,304.54,3.1,13306.52,129
202212,476,476.광희문,일일권,F,~10대,3,90.33,0.87,3767.17,33
202212,476,476.광희문,일일권,F,기타,2,74.64,0.81,3480.29,141
202212,476,476.광희문,일일권,M,20대,9,570.08,4.87,21020.23,500
202212,476,476.광희문,일일권,M,30대,5,167.1,1.28,5546.86,53
202212,476,476.광희문,일일권,M,40대,2,229.32,1.72,7449.16,178
202212,476,476.광희문,일일권,M,50대,2,225.15,1.98,8541.2,83
202212,476,476.광희문,일일권,M,60대,1,34.23,0.3,1290,11
202212,476,476.광희문,일일권,M,~10대,2,98.05,0.91,3930.45,47
202212,476,476.광희문,일일권,M,기타,1,68.86,0.64,2760,65
202212,476,476.광희문,일일권(비회원),,기타,7,298.26,2.69,11587.38,437
